Bin	MP0317	MP2811	MP1525	MP1417	MP1523	MP0782	MP0778	MP1521	MP0534	MP1527	MP0311	MP2809	MP1847	MP0323	MP1682	MP2815	MP1849	MP0528	MP1855	MP0538	MP2819	MP0313	MP2235	MP0530	MP2813	MP2243	MP0784	MP0884	MP1857	MP1166	MP1415	MP2821	MP0786	MP0880	MP0321	MP1519	MP1419	MP0886	MP1678	MP1853	MP1411	MP0536	MP0882	MP1178	MP1174	MP1529	MP1421	MP1164	MP0888	MP2233bis	MP1517	MP2231	MP0780	MP0790	MP1176	MP1676	MP0540	MP1162	MP1154	MP0878	MP2237	MP2241	MP0788	MP0319	MP1845	MP2239	MP1674	MP1684	MP0532	MP1672	MP1413	MP1409	MP1680	MP1851	MP2817	MP0315
Bin_S10.10	2.28835449170007	0.326933452187054	0.266144973818417	0.0820660200631744	0.254247874754381	29.8395137394395	0.166061845911393	1.17886589288382	9.06951055495379	0.123524645115297	2.38176313281993	0.177124642169636	0.596537365924099	0.182775863207438	0.891080259645469	0.0745178989082556	4.10817757707339	0.199155541623963	0.117357536503891	0.583557953743655	0.0702044012866676	12.6256841177851	0.237795468090466	1.20417425006516	0.135634486696536	0.0608696399633831	6.25476203943668	0.433303712533218	0.252581106092751	0.0962716606062527	0.0508602519142349	0.123508142928386	3.39455738083775	3.93374786809303	0.723716697798249	3.58412367900377	0.0496068309125778	0.155053709240091	0.831423675052651	0.17701993042783	0.192181851602044	45.0779892924578	2.21198163482094	0.991962148141246	0.100042122427775	0.132245085146038	0.0914549151735194	0.143845434070698	0.0597788443254239	0.161626050525257	0.0841361179619726	0.798700550620075	14.408785769227	3.91271509596251	0.0640044873943049	0.772104082484881	0.149358528076468	0.439778360271546	2.56086979454296	9.5962059394536	0.0563112669844193	0.0540078245241791	1.04895110547818	1.81016823725029	0.153715982931249	0.0439369934249122	3.30902548663014	0.098725479814524	30.3068541088894	0.613198994608575	0.0984994453791582	1.16173370241144	0.498387435411615	0.127026009215841	0.105725315252534	2.82498052254646
Bin_S10.13	88.1064677936084	81.1972407160953	11.5393554846391	0.259468201330673	9.38106717249539	37.8066559611411	2.6737855268931	20.3380306802831	171.994474102897	5.39429993373197	20.1732194098929	49.466962497907	4.73922154182062	27.1440424838375	5.05653522349033	8.91791822080934	2.79751629838923	64.6128988348233	1.2007284088199	51.2151066316614	5.49832160436992	172.786347697494	1.96473187357645	124.040915093509	28.5633107162625	0.615198262425682	55.6013838447566	5.96203159915644	9.29153048902564	3.63988409272809	0.706547898977586	2.89806120434426	19.2111278912431	5.36405751181764	8.29121321879211	13.3169081511101	0.908843293896986	5.31695514598264	14.2810392219514	4.29130364802071	1.86410470679899	27.1274893799277	3.03314759818777	2.77329461961192	0.857823097256412	2.69601893731886	0.735940312417203	1.36795362985912	1.14952867784185	3.98142530793239	3.61852466313568	3.21014057805523	33.8825369883593	9.69693889584896	7.81857181363224	20.0218491739745	23.0199076954744	10.6188493472607	3.62330357654038	27.5658066106143	2.26731624335988	0.498274399541808	40.8156037104741	45.0789898722055	2.87468794310231	0.458959200971945	16.3361590312043	7.30544404128636	116.938830674223	11.0311060944491	0.823880488105858	3.27153594849567	20.3084240791555	1.33774623801594	4.11258193421283	205.710722682228
Bin_S10.14	14.5870035712668	29.9986795586671	12.3996014857499	3.71322981671328	10.6648860470856	2.30394544556469	1.49511184407507	16.104043602225	33.5538485935861	9.9687278774799	1.42549814551478	17.7046458007761	10.1802469092212	5.22480464479835	6.15106005420612	11.2451879998472	5.54714105656528	1.16165821182116	1.76839479338386	2.03140811694135	2.05008380321992	69.3386372939081	4.33457246902175	56.8323288624751	37.1726416409051	1.15402632341488	2.68929606673766	4.96390249927005	1.39631255926049	11.414662420357	6.38700327552123	1.57518971109193	7.56367407010746	9.4056738966392	1.41332037257086	12.2481097287297	4.64952963951385	6.12095440712807	5.9830151229286	7.56535869383783	17.447478068685	11.568263327435	11.6531231702387	8.95634311294044	2.46417735758243	2.73648644905398	2.03387514822559	6.58104846776118	2.29498586017675	16.6676863574423	1.14162497350255	15.0232531305474	5.49702194705855	0.578644436483895	1.547084495718	8.35378173033155	2.75711604331896	26.6405050712869	28.0034713029058	18.5247814538349	6.04073855652897	1.61590253714863	4.01835685592326	6.69218495739754	3.50883782506447	3.98256685488281	11.8971924360218	1.93104182799979	92.9826149622972	1.58825646136699	6.13637379045652	35.3887082290708	6.15406951424803	4.02753384066368	16.0182143777687	53.3115775370404
Bin_S10.17	4.10375573497961	37.1777907053176	1.87176664227131	0.946358505003104	4.11902935770625	1.15883310578301	0.301521906976285	21.8679086559859	59.0970879498437	1.73398702901893	0.313852116722029	21.3540807774864	8.82811599748328	0.503079268241136	1.21787352341842	2.30351752823383	2.13762529111169	0.135018063039856	0.527070220099874	0.378562281859908	0.654952026470545	166.040448354571	1.19660304197899	134.401706571023	7.03070735313786	0.381055655613218	0.562703301220862	1.21500308005978	0.551924230676652	2.01646642530809	1.22668995508367	0.623348195810728	2.02339326932241	12.3790288001073	0.366477978054776	17.7511494230294	1.23317894958551	0.705301338465159	1.64483043009473	1.21865221020271	15.0422701900876	6.48648554116712	3.9349331244584	1.65772602125444	0.394637882900442	0.847511379747928	0.337668810488051	1.49987147191731	0.479203647159672	6.93700682986311	0.444547298621256	47.6542917175703	5.46798598314075	0.249416815269733	0.274610997894833	3.56853794596446	0.239704710423016	8.7342273484337	28.3726809466104	64.2573697278021	12.0044272395227	0.627130191712344	0.806152792182302	1.10763626107441	13.9790167600999	5.18380780977602	40.6337283672614	0.349246648480204	119.139740604854	0.384328862370773	1.45544842259348	42.7065568716619	1.38302061274749	1.09222051993757	2.82636492235297	25.5185373653507
Bin_S10.2	38.0100636566195	6.51866387212514	6.26796555376755	0.895300562178054	3.37747433421445	28.1121082842722	0.54318799729474	9.31254969233493	334.670498433287	2.83946552601953	17.2042463876542	3.07369796292797	5.23491314993011	5.14834059953116	10.1729623581381	1.99043924747581	3.46347803911681	1.6916660669131	1.12812096535196	8.44646091482192	0.890976657972812	86.5266956965232	1.92365808018279	35.924308129461	3.30046624123921	0.699678176363905	7.21936843234635	4.54674253825736	2.19448502375327	1.37229691282083	2.09563057170509	1.03638010777281	4.13041602988092	6.47351356221815	3.0140674470332	5.14736750468142	1.45783517836743	1.6695453167986	9.15129607439567	1.81742017907399	2.95685371285967	22.2164190858987	2.49316909208949	1.5403075207553	0.646103261553888	2.15613356100519	0.583490094009071	2.26213084710595	0.737328120380709	3.32830774963106	1.34820558678703	6.48539473304748	20.5117223751625	2.93676725274875	0.773474644223878	6.80982423433466	1.60479624922143	2.40055072020705	3.75214033094481	5.25642637321375	2.48579548948925	0.966293855977442	7.27770072125937	12.3735212834849	4.94573901177674	0.886564561791473	7.04995696694162	1.41996976166355	1056.27286098995	1.24687437943049	1.3937892199169	3.55817006141487	5.26492006448158	1.96817564732537	2.69014324817911	41.2331297536086
Bin_S10.22	1.66261087992944	22.0557619274624	1.03404415530911	0.342442458407229	1.36808199533625	0.569766807768974	0.0799593161058521	35.675654870188	78.6113955697005	1.07253980921808	0.150723849795172	7.724216798375	16.1048324631898	0.566615171919131	1.24826871678835	0.881596163817828	1.45389695417032	0.021518173818211	0.42297131679858	0.335966561518237	0.337548957446742	76.8311453976874	2.81547324892515	61.9056830685327	1.78962335310578	0.155237179844332	0.420518252162033	0.616348662146769	0.182446134094516	1.08021410333518	1.3254720896654	0.0918416011616909	1.48065284918094	47.0864090707252	0.235448587812476	24.0696222284536	1.51784389037378	1.71548072299434	1.18622261403572	0.98228262185775	20.921348858544	1.70344715309155	1.50922885835434	0.983459833106682	0.567763199705693	0.325830842869559	0.180297917503223	2.0678484312676	0.423305797663753	12.3435097924173	0.17434025549678	30.7997773266558	4.17772887304853	0.0694798695525818	0.0948652688609276	3.16174453718003	0.200092793839813	22.8161681881942	30.0855089650422	20.5104099775401	3.4805151575775	0.270398782114117	0.677292680403962	1.63499843507672	7.11359970235902	1.56054389227122	24.1968335080067	0.243942360055542	49.1959752325146	0.122260626837641	1.52856258652704	43.346912835137	0.87735415662717	0.95485985935901	1.17187820746773	6.78518170265049
Bin_S10.27	81.2263470792477	5.12561770966784	1.74416460104214	0.547188410816754	1.93630664200481	662.18665486232	1.26663903847581	7.13969607423747	117.941287419028	1.45763420514707	4.92234625327695	4.44799305187014	2.43080235394634	4.80963479849552	3.44982894763223	0.763720022792972	7.29227207229827	3.30993579953035	1.04827120595756	24.6475667331956	0.8658919162285	177.270011614192	0.973861554689694	40.8506360468161	6.59491939392798	0.410239905012428	197.850696307276	3.73931423049883	4.02532676131243	0.687739588552478	0.818224607614081	2.03960703370627	36.9182224730931	14.3387638880091	1.62409349018377	6.73251776545011	0.52033417208087	2.24819882485469	17.1365155863458	3.67535654414871	1.68159077632798	23.7196972954051	5.87911926764484	2.24071536954516	0.769650256604886	0.916620931586009	0.848012194914697	2.54257424449477	0.543962888961629	1.26600096728965	0.481904667044102	1.22446177837456	329.039021972203	13.3975401775038	0.817383229337666	1.9507170698172	1.81978382066692	3.13076158581699	2.68426518210707	3.14023022087884	0.97624227845412	0.341251319507049	29.9852666123062	37.315281188667	1.95485262566789	0.424051073981939	3.84248475303691	0.76962647223462	196.693525352638	1.28422618590839	1.07307326287717	2.11864988093497	2.6065976824485	5.31123202298818	1.68340891646906	64.9485497245085
Bin_S10.29	3.04704172181004	1.25926716087627	0.509809388502258	0.626601043224582	1.44685248984538	53.9478770852358	14.1255514587483	0.684673327040338	29.1295260698306	0.521333291129258	0.253963495935546	1.13902732763676	0.867682950257603	0.564877662256133	0.40407096490226	1.34954259839283	0.65011460352039	7.83720420363078	0.39020352594614	13.655629184691	0.417919263244713	6.74164653237898	0.782622135431643	70.4575465197285	1.11826701278612	0.246267955661098	76.1607331968912	120.468810675909	0.226516641964662	0.795220332861575	0.384788553908712	0.492455184245079	5.72667165044523	6.9086649048573	0.377490515208381	0.64840824943837	1.10226575406989	2.30614471749404	0.270423097633724	0.492645790510796	0.195752191236045	34.2446996893815	5.38517527441453	0.760477307679724	0.691850371581401	0.580773987061041	0.279041878776967	0.874430266973827	0.575046274184537	0.798809720997824	0.201877647643772	1.9031728078995	23.5289732828714	148.654492292155	0.287807635551993	0.149330942815285	11.2776173745635	0.959238845566914	0.506372808701043	34.3448296282592	0.400146357536	0.857069669449168	10.7167344372839	2.63419550924488	0.415722474605717	0.426255923133424	0.547686293015287	0.634325826736639	38.3094287028028	0.600161507544522	0.233295210836711	0.457591642516275	0.437451287217349	0.838864444794216	1.36081149770141	1.31791206159405
Bin_S10.3	18.9639455659207	40.3211161050926	9.04244860233531	0.318377024075636	16.9729988399211	1.62379913309686	0.184988009997023	41.9784260482372	48.1399674318377	4.95120609272591	0.240731160202421	13.695300135186	28.2772423944233	0.267787912989223	10.9723609042614	9.2152762503383	15.1660549738865	0.0595556272906584	0.23876140544845	1.68690559423761	0.322872185472797	62.6551292517865	10.5814733117454	43.1370627659603	26.1210582890419	0.18246505415671	2.64440502385628	7.43523520693318	0.246331607428961	9.83782053666484	5.69953194508582	0.266375348974574	8.09063274972501	17.2867405356652	0.215765430949164	32.3602921352519	3.59464822960125	4.02708633440507	14.1646209299402	6.27473413152286	31.9353101326658	17.5517145264482	15.0193494013598	6.58854669122863	0.193168020468301	0.308457767673269	0.22268244068107	7.7584447461289	0.169556696789006	23.9600335677497	0.222499305872719	29.2454328437816	5.82977116567722	0.118377879458617	0.255192169922214	15.9223139675955	0.154117909673694	38.4941504952351	41.3640144914483	21.0448411587868	8.0326567147317	0.27083734187029	2.24479479760977	7.94036044770854	5.49430764269724	3.28629265120968	12.9678707775951	0.162463153633971	101.238630279113	0.188920989685905	7.26652656421873	48.8561968941329	13.5679304512361	5.51180224743695	13.3430420834022	38.2409566657112
Bin_S10.32	38.4890687379755	50.4589802962767	1.84007126111832	0.0384680461101089	16.6044886997425	1.36366147313029	0.0111416116363511	74.91551537053	104.570787021677	0.371553456357797	0.0274833975572081	4.44850884738783	61.198441519721	0.0899581583527762	1.55985698799581	17.0523542014594	22.2426375572653	0.0033889274580817	0.0194698263219294	0.152686151289988	0.17193987073803	26.6995582480185	6.33599001484954	16.167685898504	104.005341917186	0.0220323216454393	0.846198362135877	0.947992009644159	0.0121208564493659	1.6093722632747	0.52994422127672	0.0437355629236931	3.89592535018286	52.1398466437731	0.00830659908650636	47.3172351738092	0.22406221503781	1.52699140849562	7.6231010598199	0.942163548323129	24.5349525218761	14.262153802337	14.5382969503208	0.895449555083524	0.0299531708063677	0.0579134233816621	0.0255230579306823	6.92892804342476	0.0242871681261932	57.9667105644848	0.036860614303792	26.7486355933273	2.35508336793731	0.0474565855941132	0.0123876570391509	16.8252585788885	0.00363197714874249	111.111703211562	38.0628560544889	11.0947815746091	2.25451071231137	0.0622375024957186	0.351051991466521	1.14763017931702	6.19344736887948	0.245736465953827	13.6932048896638	0.0389929246784752	98.8163300905426	0.0372420559858215	3.7972208126852	19.2337024316575	1.98223649257694	1.46099296661238	4.45713874754243	80.2030489100679
